id,subset,start_sec,end_sec,duration_sec,transcript_raw,source,audio_url
40043-023,train-ut,199.930,207.200,7.270,"warbydn an Isildiryow, esa ow whelas cafos aga anserhogneth dhywortans.",lovinglivingcornish,https://www.skeulantavas.com/audio/43-guy-fawkes?c=nicholas-williams-podcasts-i
40043-024,train-ut,207.950,216.700,8.750,I’n Gwerryans-na Fawkes a dhescas meur adro dhe bolter godn ha hèn o an skyla ev dhe vos dêwysys,lovinglivingcornish,https://www.skeulantavas.com/audio/43-guy-fawkes?c=nicholas-williams-podcasts-i
40043-025,train-ut,217.100,222.660,5.560,avell arbenygor polter godn an kesplottyans.,lovinglivingcornish,https://www.skeulantavas.com/audio/43-guy-fawkes?c=nicholas-williams-podcasts-i
40043-026,train-ut,223.100,230.190,7.090,"Pàn veu dyscudhys an traison, an mytern a erhys tansys brâs dhe vos anowys",lovinglivingcornish,https://www.skeulantavas.com/audio/43-guy-fawkes?c=nicholas-williams-podcasts-i
40043-027,train-ut,230.510,241.350,10.840,rag solempnya aga delyfryans lowen. Heb mar ny dheuth moy a faverans dhe Gatholygyon Pow an Sowson wosa hedna.,lovinglivingcornish,https://www.skeulantavas.com/audio/43-guy-fawkes?c=nicholas-williams-podcasts-i
40043-028,train-ut,242.160,251.100,8.940,I’n contrary part yth o taclow lacka ragthans ès bythqweth. Qwestyon aral yw hebma:,lovinglivingcornish,https://www.skeulantavas.com/audio/43-guy-fawkes?c=nicholas-williams-podcasts-i
40043-029,train-ut,251.840,261.940,10.100,"prag yth o an traitours, mars ens y Cristonyon dhâ, porposys dhe ladha nyver mar vrâs a bobel inocent?",lovinglivingcornish,https://www.skeulantavas.com/audio/43-guy-fawkes?c=nicholas-williams-podcasts-i
40044-000,train-ut,2.730,9.350,6.620,"Me a veu agensow orth demedhyans in Dineydyn, chif cyta Scotlond,",lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-001,train-ut,9.940,18.240,8.300,hag a verkyas fatell o an gour prias ha lies den aral gwyskys in golesen pò ‘kilt.’,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-002,train-ut,19.090,26.810,7.720,A les dhybm inwedh o pana demprys o lywyow an dyvers brithednow pò ‘tartans’,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-003,train-ut,27.160,34.630,7.470,esa an dus-na gwyskys inhans. Ûsadow kebmyn hedhyw i’n jëdh ywa in Scotlond,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-004,train-ut,35.100,42.780,7.680,bos gwyskys in golesen rag ocasyons solem. Res yw perthy cov bytegyns,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-005,train-ut,43.090,50.350,7.260,nag o golesen kebmyn i’n pow-na bys in dyweth an êtegves cansvledhen.,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-006,train-ut,51.070,58.370,7.300,An wolesen a wainyas kerensa an dus dre rêson a novelys istorek Syr Walter Scott,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-007,train-ut,59.010,70.340,11.330,ha les an bobel in gonysegeth Scotlond anowys dredhans. Padn specyal Scotland yw an vrithen in gwiryoneth.,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-008,train-ut,70.860,76.780,5.920,Yn avarr i’n ugansves cansvledhen Gwydhyly Wordhen a gemeras ortans,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-009,train-ut,77.140,86.480,9.340,"an vaner a wysca golesednow, saw golesednow Wordhen a vedha gwrës a badn a lyw melen rych.",lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-010,train-ut,86.940,94.910,7.970,Louis Charles Dùncombe-Jewell o kenedhlegor Kernowek neb a veu genys in Lyskerrys,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-011,train-ut,95.240,101.580,6.340,i’n secùnd hanter an nawnjegves cansvledhen. Ev a welas kervyans predn,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-012,train-ut,101.980,108.100,6.120,in eglos pluw Alternonn usy ow tysqwedhes den ow seny crowd,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-013,train-ut,108.430,114.220,5.790,hag ev gwyskys in losten. Dùncombe-Jewell a gresy an losten-na,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-014,train-ut,114.540,120.490,5.950,"dhe vos golesen a’n vaner Geltek, hag wàr an fùndacyon-na",lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-015,train-ut,120.870,129.120,8.250,ev a dhasvewas an gis in Kernow a wysca golesednow rag solempnytas a bris.,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-016,train-ut,129.650,135.050,5.400,Wostallath golesen Kernow o a lyw du yn sempel.,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-017,train-ut,135.430,144.720,9.290,"I’n bledhydnyow try ugans an gansvledhen dhewetha bytegyns E.E. Morton Nance, noy Robert Morton Nance,",lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-018,train-ut,145.480,152.300,6.820,a wrug desmygy brithen arbednyk rag Kernow. Pòr deg yw an keth brithen-na.,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-019,train-ut,153.610,158.930,5.320,"Y feu an grows wydn war dhu kemerys dhyworth baner Pyran Sans,",lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-020,train-ut,159.510,164.700,5.190,du hag owr ino o lywyow myterneth coth Dewnans,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-021,train-ut,165.110,172.900,7.790,"ha lywyow rùgby Kernow; yma an lyw cogh ow remembra garrow ha gelvyn an balores,",lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-022,train-ut,173.250,186.670,13.420,"edhen kenedhlek Kernow, hag yma an blou ow perthy cov a’n mor usy adro dhe Gernow. Yth yw an Vrithen Gernowek aswonys dâ lebmyn",lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-023,train-ut,187.110,192.560,5.450,ha recordys in Scotlond in Covscrifva Sodhagyl an Brithednow.,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-024,train-ut,194.330,202.330,8.000,"Pàn esen vy in Dineydyn an jëdh wosa an maryach, me a vysytyas shoppa brâs a vrithednow.",lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-025,train-ut,202.730,211.250,8.520,Yth esa colm a vrithen Gernowek adro dhe’m codna. Me a wovydnas orth gwas an shoppa,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-026,train-ut,211.670,218.710,7.040,(den yonk dhyworth Hong Cong dell wharva) mars o aswonys dhodho an vrithen.,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-027,train-ut,219.050,226.000,6.950,"‘Ea,’ yn medh ev heb let, ‘Brithen Kernow’, hag a dhysqwedhas dhybm",lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-028,train-ut,226.330,232.750,6.420,"lies tra erel a’n keth patron. I’n shoppa-na in Dineydyn, Scotlond,",lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40044-029,train-ut,233.160,239.230,6.070,me a brenas ragof ow honen lien codna pò ‘scarf’ a Vrithen Gernowek.,lovinglivingcornish,https://www.skeulantavas.com/audio/44-brithen?c=nicholas-williams-podcasts-i
40045-000,train-ut,0.660,9.500,8.840,Y feu epscobeth Trûrû fùndys tro ha dyweth an nawnjegves cansvledhen,lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-001,train-ut,9.830,15.150,5.320,ha’n beneglos a veu dalethys termyn cot wosa hedna.,lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-002,train-ut,15.460,22.680,7.220,An beneglos a veu derevys wàr dyller Eglos Maria Sans ha sacrys dhe’n Werhes Ker Maria.,lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-003,train-ut,23.940,30.350,6.410,In Kernowek peneglos yw an hanow rag eglos vrâs an epscobeth.,lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-004,train-ut,30.830,36.550,5.720,In Godhalek Wordhen an ger yw ardeaglais ‘uhel-eglos’.,lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-005,train-ut,37.260,44.350,7.090,In Kembrek bytegyns an ger yw eglwys gadeiriol ‘eglos cader epscop’.,lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-006,train-ut,45.030,59.020,13.990,"In Sowsnek cathedral yw cot’heans a cathedral church , le may ma an ger cathedral ow referrya dhe’n gathedra, hòn yw cader an epscop.",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-007,train-ut,60.470,69.590,9.120,Dâ yw martesen remembra obma nag yw an ger cader ‘chair’ kefys in Kernowek avês dhe henwyn tyleryow.,lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-008,train-ut,70.290,79.520,9.230,"An ger ûsys i’n textow rag esedhva epscop yw chair , ger a veu benthygys dhyworth Sowsnek Cres.",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-009,train-ut,80.330,85.470,5.140,"In Beunans Meryasek pàn vo Meryasek sacrys epscop Bro Wened,",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-010,train-ut,86.310,97.450,11.140,"an epscop usy worth y sacra, a lever dhodho indelma: Deus omma; eseth i’th chair, gwysk dha dhyllas i’th kerhyn.",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-011,train-ut,97.890,105.770,7.880,"Genen ty a vëdh taclys, dell goodh dhe epscop a râs; tra ny fyll dyso certan.",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-012,train-ut,107.040,113.730,6.690,Chair an epscop yw an dra usy ow tetermya yw eglos ‘cathedral’ pò nag yw hy.,lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-013,train-ut,114.480,122.960,8.480,"Kyn fe hy bÿth mar vrâs, ny yll eglos bos gelwys ‘cathedral’ mar nyns eus chair epscop inhy.",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-014,train-ut,123.830,130.520,6.690,"I’n eglos Catholyk Roman eglos vrâs heb cathedra yw gelwys basylyca,",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-015,train-ut,130.990,138.250,7.260,ger Latyn usy ow tos dhyworth an lavar Grêk basilike stoa ‘tremenva rial’.,lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-016,train-ut,139.020,148.880,9.860,Exampyl dâ yw an eglos vrâs in Knock in Conteth Mayo in Wordhen. Y feu hy gorfednys in bledhydnyow try ugans an gansvledhen dhewetha,lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-017,train-ut,149.420,156.350,6.930,rag recêva prierynas ow tos dhe scrin an Werhes Ker. Kynth eus spâss inhy,lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-018,train-ut,156.790,163.130,6.340,"rag adro dhe dheg mil berson, nyns yw hy peneglos; basylyca yw hy.",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-019,train-ut,164.380,172.840,8.460,"Eglos a bris in Parys yw Sacré Coeur, neb a veu cowlwrës in dallath an gansvledhen dhewetha.",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-020,train-ut,173.180,179.090,5.910,"Dre rêson nag yw hy eglos arghepscop Parys, basylyca yw hy yn udnyk.",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-021,train-ut,180.610,195.320,14.710,"Paisley yw tre vrâs in Conteth Renfrew, in Scotlond, saw ny veu epscop bythqweth i’n tyller-na. Yma scolers ow cresy fatell usy an hanow Paisley y honen ow tos dhyworth passeleg",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-022,train-ut,195.780,205.100,9.320,"form Vrethonek Goth a basylyca . Me a veu agensow orth servys in Eglos Vrâs Sen Giles in cres Dineydyn,",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-023,train-ut,205.560,212.410,6.850,"byldyans coth ha pòr deg. Chif-eglos yw Sen Giles a Eglos Scotlond,",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-024,train-ut,213.100,220.160,7.060,"ha’n eglos-na yw Presbyteryan, hèn yw dhe styrya nag eus offys consecrâtys inhy",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-025,train-ut,220.480,229.450,8.970,"uhelha ès an menyster pò ‘presbyter.’ Nyns o Eglos Sen Giles eglos epscop dhyrag an reformacyon,",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-026,train-ut,229.950,238.140,8.190,ha lebmyn nyns eus epscop vëth kelmys gensy. An hanow ewn rygthy ytho yw high kirk,lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-027,train-ut,238.750,248.550,9.800,"in Sowsnek Scotlond pò ‘uhel-eglos’ in Kernowek. Saw yma auctorytas an eglos orth hy henwel ‘cathedral’,",lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40045-028,train-ut,249.120,254.860,5.740,tîtel nag usy owth acordya yn ewn gans gwir-natur an eglos.,lovinglivingcornish,https://www.skeulantavas.com/audio/45-peneglos?c=nicholas-williams-podcasts-i
40046-000,train-ut,3.100,8.750,5.650,"An enys usy Kernow, Pow an Sowson, Kembra ha Scotlond inhy",lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-001,train-ut,9.310,23.170,13.860,o aswonys avell Britannia in termyn an Romans. An dregoryon a elwy aga honen Brittones. Dhyworth an tressa cansvledhen bys i’n wheffes cansvledhen,lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-002,train-ut,23.530,31.780,8.250,"lies huny anodhans a forsâkyas Britannia hag êth dhe’n North-West a brovyns Gallya, Frynk hedhyw,",lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-003,train-ut,32.160,40.780,8.620,rag scodhya an Romans warbydn an Wydhyly ha’n trîbys erel esa owth assaultya an pow-na.,lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-004,train-ut,41.720,47.590,5.870,An bobel dhyworth Britannia a dhros gansans aga yêth aga honen:,lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-005,train-ut,47.940,54.070,6.130,"Brittonika, hanow a jaunjyas der an osow bys i’n form Brezhoneg",lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-006,train-ut,54.600,67.610,13.010,"‘Bretonek’ hedhyw i’n jëdh. Hanow an Brittones rag aga fow nowyth o * Brittia ‘Breten Vunys’ ha’n hanow-na yw Breizh hedhyw,",lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-007,train-ut,67.930,76.360,8.430,"an Bretonek rag Breten Vian. Wosa dhe bobel gasa Britannia dhe drega i’n North-West a Gallya,",lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-008,train-ut,76.760,92.580,15.820,"res o decernya inter an pow coth ha’n pow nowyth. Rag hedna an dhew bow a vedha gelwys Breten Veur ‘Great Britain’ ha Breten Vian ‘Little Britain, Brittany’.",lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-009,train-ut,92.970,98.080,5.110,Dell usy ow wharvos yma an dhew hanow Kernowek-na kefys i’n textow.,lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-010,train-ut,98.600,107.120,8.520,"In Bewnans Ke Mytern Enesow Orgh a elow Arthùr, gour mas ha Mytern Breten Veur",lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-011,train-ut,108.260,115.670,7.410,"Wàr an tenewen aral in Bewnans Meryasek epscop Kernow, hèn yw Cornouaille",lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-012,train-ut,116.080,126.370,10.290,"an tireth adro dhe Quimper, a lever adro dhodho y honen: nyns eus in Breten Vian ov farow pòr wir heb dowt.",lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-013,train-ut,127.920,133.300,5.380,"Yth hevel fatell yw an dhew hanow Kernowek-ma, Breten Veur ha Breten Vian,",lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-014,train-ut,133.610,139.710,6.100,"growndys wàr an henwyn Sowsnek, ‘Great Britain ’ ha ‘Little Britain’.",lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-015,train-ut,140.430,147.230,6.800,"Hanow an Gembrion rag Breten Vian yw Llydaw , form arnowyth a Letavia",lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-016,train-ut,148.040,159.080,11.040,hanow an bobel tregys inhy in termyn an Romans. Rag Breten Veur yma an Gembrion ow leverel Prydain,lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-017,train-ut,159.420,167.060,7.640,Yma scolers ow cresy an hanow-na dhe vos versyon aral a’n wredhen gwelys in Britannia,lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-018,train-ut,167.940,175.170,7.230,"Nyns yw Prydain kefys in Kernowek, saw yth yw an hanow gwadn pò ‘adjective’ dhe weles",lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-019,train-ut,175.590,184.850,9.260,i’n hanow tyller Predannack ‘pentir Bretednek’. Predannack yw tyller bian orth gorenys an Lysard in West a Gernow.,lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-020,train-ut,186.440,197.810,11.370,"In Bewnans Ke yma mencyon gwrës dywweyth a’n Vretons, saw nyns usy an auctour ow referrya dhe bobel Breten Vian,",lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-021,train-ut,198.420,204.530,6.110,mès dhe dus Breten Veur hy honen. Ytho herwyth Bewnans Ke,lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-022,train-ut,205.080,210.540,5.460,an hanow ewn Kernowek rag ‘Britons’ yw Bretons,lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-023,train-ut,210.980,216.790,5.810,saw yma Kernowek dasvewys solabrÿs owth ûsya an hanow Bretonyon,lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-024,train-ut,217.150,224.550,7.400,rag pobel Breten Vian. Ha rag kemysky taclow pelha yma Nicholas Boson,lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-025,train-ut,224.940,230.250,5.310,owth ûsya an hanow Brittes rag pobel Breten Veur i’n termyn eus passys,lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40046-026,train-ut,231.160,239.020,7.860,hag Edward Lhuyd a’s gelow Brethon . Yma peryl brâs a ancombrynsy,lovinglivingcornish,https://www.skeulantavas.com/audio/46-breten-veur-ha-breten-vian?c=nicholas-williams-podcasts-i
40047-000,train-ut,1.820,8.860,7.040,Yth o Lûcy Sans gwerhes yonk neb a veu mertherys in Syracûs in Sycyly,lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-001,train-ut,9.210,15.090,5.880,"in dadn Dioclêcyan, emprour Rom, i’n peswora cansvledhen.",lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-002,train-ut,15.680,22.240,6.560,"Yth yw enys in Mor Carybean henwys wàr hy lergh, Sen Lûcya",lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-003,train-ut,22.930,31.050,8.120,"Hy yw chif sanses Swêden kefrÿs, ha’y degol yw an tredhegves dëdh a vis Kevardhu.",lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-004,train-ut,31.830,37.590,5.760,"I’n dedhyador coth yth o an jorna-na howlsav an gwâv,",lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-005,train-ut,38.060,45.810,7.750,"an jëdh cot’ha in oll an vledhen. Dre rêson Swêden dhe vos pell lowr dhe’n North,",lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-006,train-ut,46.250,61.710,15.460,y fëdh dedhyow an gwâv pòr got i’n pow-na. Rag hedna an bobel a wre solempnya degol Lûcy avell dëdh golow ha gwres hag y ow meras in rag dhe’n gwainten ha’n dedhyow,lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-007,train-ut,61.610,68.240,6.630,hir. In Swêden degol Lûcy yw dëdh brâs rag an flehes.,lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-008,train-ut,68.830,74.280,5.450,Pùb bledhen yth yw udn vowes dôwysys rag kemeres radn Lûcy.,lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-009,train-ut,75.120,82.770,7.650,Hy a vëdh gwyskys in pows wydn hag a dheg cùrun a gantolyow wàr hy fedn.,lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-010,train-ut,83.380,90.430,7.050,I’n dedhyow passys y fedha an cantolyow gwrës a gor hag y ow flabmya in gwir.,lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-011,train-ut,91.650,99.330,7.680,"Dre rêson a’n peryl brâs a dan gwall hag a bystyk dhe Lûcy, hedhyw i’n jëdh golow an cantolyow",lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-012,train-ut,99.630,111.560,11.930,"yw provies dre bîlyow pò ‘batteries’. Gordhuwher an tredhegves dëdh y fëdh golowys an chy dyfudhys hag otta Lûcy ow tos aberth,",lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-013,train-ut,111.930,118.950,7.020,"hy gwyskys in gwydn warbarth gans hy mowysy servya, y gwyskys in dyllas gwydn kefrÿs,",lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-014,train-ut,119.260,132.890,13.630,"ha gans hy gwesyon vian, gwyskys in gwydn inwedh, pykernow uhel wàr aga fedn hag in aga dorn gwelen afînys gans stêren wàr hy thop.",lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-015,train-ut,133.230,141.790,8.560,"Pàn vo Lûcy ha’y mêny owth entra, y fëdh oll an flehes ow cana an gân specyal rag degol Lûcy,",lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-016,train-ut,142.650,153.230,10.580,"ha geryow an gân-na yw aswonys gans pùbonen in Swêden. Avell radn a’n solempnytas y fëdh debrys câkys bian wheg,",lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-017,train-ut,153.750,160.860,7.110,saworys gans safern. Yma an câkys-na in form a gathas gyllys in gron,lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-018,train-ut,161.490,170.530,9.040,ha fyges howl pò ‘raisins’ yw aga lagasow. Kynth yw degol Lûcy kelmys gans an sanses,lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-019,train-ut,170.890,180.660,9.770,"a veu mertherys in Empîr Roman, yma tradycyon aral in Swêden fatell o Lûcy aral kensa gwre’ty Adam.",lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
40047-020,train-ut,181.700,186.990,5.290,Y fedha derivys an Lûcy-na dhe gowethya gans an Jowl,lovinglivingcornish,https://www.skeulantavas.com/audio/47-l%C3%BBcy-sans?c=nicholas-williams-podcasts-i
