id,subset,start_sec,end_sec,duration_sec,transcript_raw,source,audio_url
0136-008,train-ut,42.27,46.67,4.400,N'EE USS AARLOO BOAYRD RHYM'S NY'N OISYN TA DY MY HEIY,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9783{and}hl=en
0136-009,train-ut,47.90,51.52,3.620,T'OU USS ER NOLLEY MY CHIONE RISH OOIL,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9783{and}hl=en
0136-010,train-ut,52.39,54.04,1.650,AS BEE MY CHAPPAN LANE,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9783{and}hl=en
0136-011,train-ut,54.94,60.99,6.050,AGH EIYREE DTY GHOOGHYS GRAIHOIL AS DTY VYGHIN MISH OOILLEY LAGHYN MY HEIHLL,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9783{and}hl=en
0136-012,train-ut,61.92,65.69,3.770,AS NEE'M VAGHEY AYNS THIE YN CHIARN ER SON GY BRAGH,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9783{and}hl=en
0137-000,train-ut,4.56,14.54,9.980,TA NY RAAGHYN CREENEY SHOH JEH POBBLE CHINA TA SHIN EC Y TRAA SHOH AYNS CAGGEY ROO JEEAGHYN NAGH VEL AD SLEIH CHA GIARECHEEAYLLAGH AS TA SHIN CLIAGHTEY JEEAGHYN ORROO VE,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-001,train-ut,16.26,20.42,4.160,TA'N RED TA SHIN FEME MENNICK FREAYLL AYNS NY'N LAUE SHE'N NY T'AIN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-002,train-ut,22.37,24.43,2.060,MANNAGH VEL CASLYS JEH STERRYM,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-003,train-ut,25.08,29.59,4.510,FENEE DAA CHEAYRT JEED HENE CAID ARRYS Y CHIUNID SHOH,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-004,train-ut,31.05,37.97,6.920,GHOGHE DOOINNEY RISH LANE FOAYS VE ECHEY HENE ROISH YINNAGH EH BEAGHEY NY MASTOCSYN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-005,train-ut,38.53,40.16,1.630,TA LESH COOID Y VEGGAN JEH,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-006,train-ut,42.19,52.35,10.160,CHA VEL FER AYNS JEIH THOUSANEYN FEDDYN BAASE VOISH PYSHOON AS FOAST TA DY CHOOILLEY WAN AYNS AGGLE ROISH TA NY THOUSANEYN FEDDYN BAASE,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-007,train-ut,52.62,57.23,4.610,VOISH LAANID BEAGHEY NEUHEELTYS AS BEGGAN LHEILL,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-008,train-ut,57.99,62.23,4.240,AS NYYEIH CHA NHIMMEY PEIAGH TA AYNS AGGLE ROISH NY HUILK SHE'N,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-009,train-ut,64.00,68.68,4.680,DY GOGHE OO AYNS LAUE SHIAULLEY HARRISH SLYST NY MARREY ER BLEDDYR,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-010,train-ut,69.43,74.09,4.660,CRE CHA IMNEAGH AS VEAGH OO DY ENDEIL EH VEIH BRED SNAIDEY,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-012,train-ut,81.93,87.94,6.010,TA DYMAN LESH LHEAMYS JEH FEEUID SMOO NA TA CLAGH CHADJIN TA DYN CRON,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-014,train-ut,99.89,107.70,7.810,KEAYRT ER AGGLE DY BEE NY UMOURYN MIE ER NY'N VOLLAGHEYERNONNEY DY JEAN Y MARTYR GANNOONAGHEY,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-015,train-ut,108.89,118.91,10.020,T'EH DY LIOOAR MY VEES YN CHIAGHTOO NY'N HOGHTOO AYRN ASS Y JEIH JEH'N NIEUNYS VAASOIL ER NY CHASTEY LIORISH MEDJIN AYNS WHEESH AS DY JEAN DOOGHYS,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-016,train-ut,118.91,120.84,1.930,JEH HENE YN CHOOID ELLEY NY VEGGANYN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-017,train-ut,121.93,127.94,6.010,TA'N RAA CREENEY SHOH SMOO FEEU AYNS REILL REERIAGHTYN AS GURNEIL LUGHTYNTHIE,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-011,train-ut,75.39,79.93,4.540,FREILL ARREY ER DTY CHREE AS DTY YMMYRKEY LESH YN IMNEA CHEDDIN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0137-013,train-ut,89.81,99.89,10.080,TA RAA CREENEY MYRGEDDIN CADJIN NY VUD OC BENTYN DA NY SAASEYN DY LHEIHYS JIR ADDYN GOAILL AYNS LAUE GEEBYRT OOILLEY NY DROGH UMOURYN ASS Y CHORP EC,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9797{and}hl=en
0138-000,train-ut,2.45,5.89,3.440,TA'N EARISH FEER FOWANAGH AS CHA VEL CAA AYM DY YANNOO MONNEY SCREEU,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-001,train-ut,6.61,13.34,6.730,TA'N EARISH ER VE FEER FLIUGH AS GEAYAGH AGH T'EH ER VE CHIRRYM RISH SHIAGHTIN AS YN GHEAY NIAR SHEIDEY DY LAJER,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-002,train-ut,14.16,17.02,2.860,TA MEE G'AASE FEER SKEE JEH TOOILLEIL ER YN CHEAYN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-003,train-ut,17.58,21.98,4.400,TA SHIN TOOILLEIL FUD NY HOIE AS CHA VEL MONNEY TRAA AIN DY CHADLEY AYNS YN LAA,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-004,train-ut,22.92,29.59,6.670,DY BEAGH YN EARISH AALIN VEAGH EH LANE SHARE DOOIN TA'N EARISH RASTAGH ER VE DOOGH SON YN RHEUMATISM,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-005,train-ut,30.48,34.43,3.950,REN MEE LHAIH COONTEY BEG YN LAA SHOH CHAIE JEH SAGGYRT AITKEN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-007,train-ut,44.44,54.62,10.180,AYNS YN VLEIN HOGHT CHEEAD YEIG AS JEIH AS FEEDVA SHE'N BLEIN ROISH VA MISH RUGGITHAINK SAGGYRT AITKEN GYS MANNIN AS GA DY ROW EH SAGGYRT CHA,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-008,train-ut,54.62,57.45,2.830,ROW MONNEY GRAIH EC NY SAGGYRTYN MANNINAGH ER,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-009,train-ut,58.35,64.50,6.150,CHA ROW AGH DAA HAGGYRT AYNS MANNIN YINNAGH FOSLEY NY KIALTEEYN OC DA DY PHREACHEIL AYNDOO,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-010,train-ut,65.08,74.83,9.750,TRA GHOW EH TOSHIAGHT DY PHREACHEIL AS YN OBBYR GOAILL TOSHIAGHT DY MIE VA NY SAGGYRTYN LOAYRT NOI YN OBBYR ECHEY NYYEIH VA AITKEN ER NY GHREINNAGHEY LIORISH SPYRRYD YEE,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-011,train-ut,75.47,81.64,6.170,AS VA MEEITEIL YINDYSSAGH VA ECHEY AYNS PURT NY H'INSHEY FUD EEASTEYRYN VOISH TOWL LUGH AYNS CORNWALL,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-012,train-ut,82.83,87.60,4.770,NY LURG SHE'N V'AN SLEIH CHEERAGH CUIRREY EH DY PHREACHEIL AYNS NY CABBALYN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-013,train-ut,88.15,92.90,4.750,AGH CHA ROW EH FEER VOOIAGH DY GHOLL AYNS CABBAL ER YN OYR DY ROW EH SAGGYRT,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-014,train-ut,93.64,100.68,7.040,V'EH COONTEY CREOI JEH AGH DOOYRT EH RISH HENE DY ROW EH NY SHARE DA GEDDYN YN SLEIH DY HYNDAA MY SHE AYNS CABBAL VEAGH EH HENE,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-015,train-ut,101.45,109.27,7.820,AS GHOW EH TOSHIAGHT DY PHREACHEIL AYNS BOAYL ERBEE DY ROW EH GEDDYN SLEIH DY EAISHTAGH RISH AS DY CHUR SEOSE NY'N BECCAGHYN AS CHYNDAA GYS YN CHIARN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-016,train-ut,109.81,117.59,7.780,AS V'EH PREACHEIL AYNS CABBALYN AS SOALTYN AS AYNS NY MAGHERYN TRA VEAGH YN EARISH AALIN AYNS BOAYL ERBEE DY ROW SLEIH CHAGLYM,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-017,train-ut,118.60,128.70,10.100,AS VA YMMODEE SLEIH ER NY HAUAIL EC NY MEEITEILYN ECHEY AS ER NY YANNOO CRETOORYN NOA AYNS CREEST TROOID OOILLEY YN ELLAN VEG GYS NAGH ROW SCOAN LHIANNOO JEH DAA VLEIN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-018,train-ut,128.70,133.35,4.650,JEIG DY EASH NAGH ROW ER CHLASHTYN JEH'N SAGGYRT AS YN PHOOAR VEAGH GOLL MARISH,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-019,train-ut,134.06,144.29,10.230,VA YMMODEE JEH NY MEEITEILYN ECHEY AYNS CORNEILYN MAGHER AS SOALTYN AGH VA NY SOALTYN MENNICK RO VEG DY CHUMMAL YN SLEIH VEAGH CHAGLYM AYNS DY CHOOILLEY YNNYD VEAGH EH PREACHEIL,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-020,train-ut,144.29,153.62,9.330,AYN TRA V'AN OBBYR VOOAR SHOH EC YN YRJEY VA EIRINNAGH VA MIE JEH AYNS YN SEIHLL AS V'EH TROGGAL STAABYL AS SOALT AS THIE OLLEE OOILLEY AYNS NANE,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-021,train-ut,154.27,161.49,7.220,AS ROISH REN EH AYRNYN JEU GHOW EH AYNS LAUE DY CHOODAGH EH LESH SHIAULL AS DY VRIAGHT YN SAGGYRT DY PHREACHEIL AYN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-022,train-ut,162.40,166.01,3.610,MYR SHE'N REN AD GEDDYN COODAGH ER YN THIE MOOAR,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-023,train-ut,166.66,176.94,10.280,REN AD CUR FYS GYS YN SAGGYRT DY HEET AS V'AN SAGGYRT BOOIAGH DY LIOOAR MYR SHE'N V'EH CURRIT MAGH EC NY MEEITEILYN DY ROW YN SAGGYRT GOLL DY PHREACHEIL AYNS YN THIE MOOAR LHEID,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-024,train-ut,176.94,187.07,10.130,YN OIE SHE'N DOOYRT YN EIRINNAGH DY ROW YN SAGGYRT GACCAN DY ROW DY CHOOILLEY VOAYL RO VEG DA AGH DY ROW PALCHEY REAMYS AYNS YN THIE SHOH SON DY JINNAGH EH CUMMAL,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-025,train-ut,187.07,193.23,6.160,SHIARTANSE DY HOUSANEYN MYSH MEEILLEY VOISH THIE YN EIRINNAGH V'AN BRAAR SAA ECHEY CUMMAL,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-026,train-ut,193.81,199.05,5.240,AS VA LANE STREEU ER VE OC MYSH CHYMNEY NY'N AYR AS TUITTYMMAGH FEER DEWIL,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-027,train-ut,199.72,206.18,6.460,AS REN YN BRAAR SAA BREEARREY NAGH JINNAGH EH GOLL STIAGH AYNS THIE YN BRAAR SHINNEY CHOUD AS VEAGH EH BIO,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-028,train-ut,207.39,217.57,10.180,TRA HAINK YN FASTYR DY ROW YN SAGGYRT DY CHUMMAL YN MEEITEIL AYNS YN THIE MOOAR NOA AS YN SLEIH JANNOO TOSHIAGHT DY HAGLYM ER Y CHOOYL V'AN THIE MOOAR ER NY LHIEENEY GYS,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-029,train-ut,217.57,219.84,2.270,NAGH ROW REAMYS AYN DA OOILLEY'N POBBLE,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-030,train-ut,220.47,229.32,8.850,REN YN SKEEAL JEH'N THIE MOOAR GOLL HARRISH YN ELLAN FODDEY AS GERRID AS REN YN SLEIH CHAGLYM VEIH DY CHOOILLEY AYRN JEH LHIATTEE SHE'N YN ELLAN VEG,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-031,train-ut,230.44,236.36,5.920,VA BRAAR SAA YN EIRINNAGH AYNS YN GAREY MARISH E VENHESHEY FAKIN YN SLEIH GOLL SHAGHEY,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-032,train-ut,236.94,243.30,6.360,AS V'EH FEER NEUEASAL AYNS E AIGNEY NAGH ROW EH SON GOLL DYS YN MEEITEIL MARISH YN CHOOID ELLEY JEH'N SLEIH,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-033,train-ut,243.95,248.51,4.560,CHA VODDAGH EH CUMMAL GYS E OBBYR AGH SHOOYL MYGEAYRT AYNS YN GAREY MARISH YN VEN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-034,train-ut,249.35,259.79,10.440,CHA VEL DOOYT ERBEE DOOYRT EH RISH YN VEN EC Y JERREY NAGH BEIGN FEER VOOIAGH GOLL GYS YN MEEITEIL MARISH YN SLEIH SHOH TA GOLL SHAGHEY DY CHLASHTYN YN SAGGYRT PREACHEIL,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-035,train-ut,259.79,263.67,3.880,LURG OOILLEY C'REN OYR NAGH VEL OO GOLL EISHT DOOYRT YN VEN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-036,train-ut,264.38,271.04,6.660,TA MEE COOINAGHT ER YN YIALDYN REN MEE NAGH JINNIN GOLL STIAGH AYNS THIE YN FER SHE'N CHOUD AS VEEM BIO DOOYRT ESHYN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-037,train-ut,271.86,278.36,6.500,FODDEE OO GOLL STIAGH AYNS Y TOALT ECHEY NYYEIH DOOYRT ISH CHA VEL SHE'N MYR GOLL STIAGH ER DORRYS YN THIE ECHEY,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-038,train-ut,279.27,281.98,2.710,AGH CHA JINNAGH EH GOLL NY GEAISHTAGH RISH NY GOAN ECK,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-040,train-ut,292.85,300.59,7.740,FASTYR FEER AALIN AS KIUNE CHA ROW AYN AGH ENNAL FEER FARDALAGH DY GHEAY CHEET VEIH'N TOALT LESH THIE YN BRAAR SAA,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-041,train-ut,301.43,308.17,6.740,ROISH REN EH HENE AS YN VEN FAAGAIL YN GAREY REN AD CLASHTYN CORAA MYR CORAA PEIAGH FEER DOALTATTYM,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-042,train-ut,309.04,316.30,7.260,REN OO CLASHTYN SHE'N DOOYRT EH CHA REN DOOYRT EE TA MEE SMOOINAGHT DY VEL SHIN CLASHTYN THASSANE CHEET VOISH YN TOALT DOOYRT EH,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-043,train-ut,317.58,328.60,11.020,EISHT REN AD GEAISHTAGH FEER VIRRAGH AS REN AD CLASHTYN DY BAGHTAL YN SAGGYRT GEAMAGH MAGH GLOYR GYS J'EE ER YN YRJEY HAINK YN CORAA HARRISH MEEILLEY DY GHRUNTCHAGHTER,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-044,train-ut,328.60,334.39,5.790,YEE GYS YN BRAAR SAA VA CHA CREOI AYNS PECCAH AS NAGH JINNAGH EH LEIH DA E VRAAR SHINNEY,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-045,train-ut,335.21,345.28,10.070,O VEN DOOYRT EH REN OO CHLASHTYN SHE'N TA'N SAGGYRT GLOYRAGHEY J'EE AS TA SHIN CLASHTYN EH MEEILLEY JEH AS TA SHINYN AYNS SHOH SHIRVEISH YN JOUYL OOILLEY NY TA SHIN SON,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-046,train-ut,345.28,355.53,10.250,JANNOO DA CHA DOOYRT EH NY SMOO AGH REN EH FAAGAIL YN VEN GYNYSS J'EE AS TRA HONNICK EE DY ROW EH ERSOOYL REN EE GOLL DY YEEAGHYN ER E HON AS HOOAR EE EH AYNS,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-047,train-ut,355.53,364.21,8.680,YN CHUILLEE ER E GHLIOONYN EC PADJER AS V'EH ANGAAISHAGH AYNS E ANNYM ER CHEUSTHIE AS FEER ARRYSSAGH AS V'EH GEAMAGH GYS J'EE DY YANNOO MYGHIN ER,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-048,train-ut,364.90,370.55,5.650,EISHT REN YN VEN GLIOONEY MARISH DY PHRAYAL AS DY GHOAILL RISH E PECCAGHYN AS DY EAMAGH GYS J'EE SON MYGHIN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-049,train-ut,371.20,380.74,9.540,V'AD FREAYLL UN SHARVAANT AS TRA REN EE CLASHTYN AD EC PADJER GHOW EE LANE YINDYS JEH ER YN OYR NAGH REN EE RIEAU CLASHTYN AD GOAILL PADJER AYNS YN THIE,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-050,train-ut,381.31,388.48,7.170,AS HAINK EE GYS DORRYS YN CHUILLEE DY EAISHTAGH ROO AYNS TRAA GERRID REN EE GENNAGHTYN DY ROW ISH AYNS FEME SAUALTYS MYRGEDDIN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-051,train-ut,388.99,393.12,4.130,AS DOSHIL EE DORRYS YN CHUILLEE AS REN EE GLIOONEY RISH LHIATTEE E BENAINSHTER,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-052,train-ut,394.80,405.14,10.340,TRA V'AN MEEITEIL MOOAR HARRISH VA DOOINNEY CHEET GYS E CHUMMAL VOISH YN MEEITEIL AS V'EH DOOINNEY CRAUEE AS TRA HAINK EH ERGERREY DA THIE YN BRAAR SAA REN EH CLASHTYN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-053,train-ut,405.14,415.22,10.080,SHEEAN ENNAGH AYNS YN THIE AS REN EH GOLL GYS YN DORRYS DY EAISHTAGH AS TRA REN EH CLASHTYN AD JANNOO LHEID YN FEIYR DOSHIL EH YN DORRYS AS HIE EH STIAGH AYNS YN THIE AS SHE'N YN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-054,train-ut,415.22,425.73,10.510,BOAYL HOOAR EH YN MAINSHTER AS YN VENAINSHTER AS YN CHARVAANT YN THREE AYNS UN CHUILLEE MOYLLEY J'EE AS GOAILL BOGGEY AYNS CREEST V'ER GHOAILL ERSOOYL NY'N BECCAGHYN AS ER CHUR DAUE YN FEANISH,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-055,train-ut,425.73,435.05,9.320,FIRRINAGH JEH BEA NOA AS CREDJAL FEGOOISH DOOYT MYR SHE'N GHOW YN DOOINNEY BOGGEY MAROO AS CHEAU AD LANE JEH'N OIE AYNS PADJER AS BOOISE,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-056,train-ut,436.49,446.53,10.040,CHA REN MEE RIEAU CLASHTYN JEH PREACHOOR ROIE REN YN CORAA ECHEY GOLL GYS CREE DOOINNEY MEEILLEY JEH AGH TA SPYRRYD YEE POOARAL DY LIOOAR DY LOAYRT RISH COOINSHEANSE,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-057,train-ut,446.53,449.11,2.580,DOOINNEY AS DY HOILSHAGH DA YN STAYD T'EH AYN,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-058,train-ut,449.95,457.62,7.670,TA MEE ER CHLASHTYN YN SHENN SLEIH TAGGLOO JEH SAGGYRT AITKEN KEAYRT NY GHAA AGH CHA REN MEE RIEAU LHAIH RED ERBEE MYCHIONE ECHEY ER GYS NISH,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-059,train-ut,458.28,468.34,10.060,TA FEME DY LIOOAR DY JINNAGH FER ELLEY JEH'N SORCH ECHEY CHEET GYS MANNIN AYNS NY LAGHYN SHOH SON TA DY CHOOILLEY HEELOGHE G'AASE NY SDAANEY AS GOLL NY S'MESSEY AS T'EH FEER LICKLEE DY RE,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-060,train-ut,468.34,473.18,4.840,SHE'N MYR NEEMAYD TANNAGHTYN GYS VEES TOWSE NY'N BECCAGHYN ER NY LHIEENEY SEOSE,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
0138-061,train-ut,473.84,479.39,5.550,AS TA MEE DY MENNICK FAKIN PAITCHYN JANNOO REDDYN NISH NAGH ROW MISH ER YANNOO TRA VA MEE MY GHOOINNEY,clilstore,https://clilstore.eu/wordlink/?navsize=1&sl=gv&url=https://clilstore.eu/clilstore/page.php?id=9798{and}hl=en
